id,nativeadapted,image,name,nickname,planttype,lightreq,waterdemand,landscapeuse,ornamentalvalue,wildlifevalue,season,plantform,plantspread,plantheight,deciduousevergreen,soil,reproduction,sciname,lat,long,econregion,statepark,lifecycle,edibility,zone,endangered,ecoregionids,search_times,description
131, Native,http://www.txsmartscape.com/plant-search/plant-photos/923.jpg,DWARF PALMETTO,Dwarf Palmetto, Shrub," Partial Shade, Full Shade", Medium," Screen - Visual, Container, Border - Mixed", White, Birds, Spring, Bushy, 4', 4', Evergreen,N/A,N/A, Sabal minor,30.3,88.1,N/A,[],N/A,N/A,"['7', '10']",N/A,[],0,No Description
132, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/263.jpg,DWARF PAMPAS GRASS,N/A, Ornamental Grass, Full Sun, Medium," Border - Mixed, Deer Resistant, Focal Point/Specimen Plant"," White, Pink",N/A," Summer, Fall", Bushy, 4', 5 ' - 6', Deciduous,N/A,N/A, Cortaderia selloana pumila,29.4,110.5,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
133, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/818.jpg,DWARF PERIWINKLE,Common Periwinkle, Groundcover," Partial Shade, Full Shade", Low,N/A, Lavender-Blue,N/A, Spring, Spreading, 2', .5', Evergreen,N/A,N/A, Vinca minor,33.9,86.3,N/A,[],N/A,N/A,"['4', '8']",N/A,"[0, 2, 3, 4, 6, 7, 8]",0,No Description
134, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/443.jpg,DWARF POMEGRANATE,Dwarf Pomegranate, Shrub, Full Sun, Medium," Border - Mixed, Deer Resistant"," Orange, Red"," Birds, Butterflies"," Summer, Fall", Upright, 3'-4', 3'-4', Deciduous,N/A,Sow in situ, Punica granatum,33.3,97.6,"CROSS TIMBERS AND PRAIRIES",[51],Perennial,"edible:Seeds or NutsFruit","['8a', '11']",Least Concern (LC),[4],0,No Description
135, Adapted,http://www.tamariscompany.com/wp-content/uploads/2016/10/Spiraea-arguta.jpg,DWARF SPIREA," Anthony Waterer, Goldflame, Little Princess", Shrub," Full Sun, Partial Shade", Medium," Border - Mixed, Container, Hedge, Deer Resistant"," Red, Pink"," Birds, Butterflies, Hummingbirds"," Spring, Summer", Upright, 3', 3', Deciduous,N/A,N/A, Spiraea spp.,33.2,87.5,N/A,[],Perennial,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
136, Native,http://www.txsmartscape.com/plant-search/plant-photos/445.jpg,DWARF WAX MYRTLE,N/A, Shrub," Full Sun, Partial Shade, Full Shade", Medium," Border - Mixed, Hedge, Salt Tolerant",N/A, Birds,N/A, Upright, 4', 4', Evergreen,N/A,N/A, Myrica pusilla,30.5,94.4,"PINEYWOODS","[60, 83]",N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
137, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/446.jpg,DWARF YAUPON HOLLY, yaupon , Shrub, Full Sun," Low, Medium"," Border - Mixed, Hedge, Salt Tolerant, Deer Resistant",White, Birds,Spring, Upright, 3'-4', 3'-4', Evergreen,"Moderately acid (5.6 â€“ 6.0)Slightly acid (6.1 â€“ 6.5)Neutral (6.6 â€“ 7.3)Slightly alkaline (7.4 â€“ 7.8)","Stratify seeds: 30-60 days @ 68-86 degrees followed by 60-90 days @ 41 degreesSuitable for wintersowingSow in situ", Ilex vomitoria 'Nana',32.3,87.1,N/A,[],Perennial,N/A,"['7a', '9b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
138, Native,http://www.txsmartscape.com/plant-search/plant-photos/264.jpg,EASTERN GAMAGRASS, eastern gamagrass , Ornamental Grass," Full Sun, Partial Shade ", Medium," Border - Edge, Border - Mixed, Erosion Control, Focal Point/Specimen Plant, Screen - Physical (e.g., barriers), Screen - Visual"," Burgundy, Red", Birds," Summer, Fall"," Bushy, Upright", 4', 3' - 6', Deciduous,N/A,N/A, Tripsacum dactyloides,23.3,98.4,N/A,[],N/A,N/A,"['4', '9']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
139, Native,http://www.txsmartscape.com/plant-search/plant-photos/285.jpg,EASTERN RED CEDAR,Red Cedar, Ornamental Tree, Full Sun, Low," Border - Edge, Screen - Physical (e.g., barriers), Screen - Visual, Screen - Windbreak, Hedge", Non-flowering," Birds, Mammals", Non-flowering," Upright, Conical", 20', 40', Evergreen,N/A,"Stratify seedsOther info: Trees usually dioecious", Juniperus virginiana,32.6,87.6,N/A,[],Perennial,N/A,"['2', '9']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
140, Native,http://www.txsmartscape.com/plant-search/plant-photos/298.jpg,EASTERN REDBUD,Eastern Redbud, Ornamental Tree," Full Sun, Partial Shade", Low," Fragrance, Specimen Plant/Focal Point"," White, Pink", Butterflies, Spring, Bushy, 15', 20', Deciduous,"Neutral (6.6 â€“ 7.3)Slightly alkaline (7.4 â€“ 7.8)",N/A, Cercis canadensis,30.3,89.3,N/A,[],Perennial,N/A,"['4', '8']",N/A,"[0, 2, 3, 4, 6, 7, 8]",0,No Description
141, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/447.jpg,ELAEAGNUS,Silverthorn, Shrub," Full Sun, Partial Shade", Low," Hedge, Screen - Visual, Border - Mixed, Deer Resistant, Salt Tolerant"," White, Silver", Birds, Fall," Upright, Spreading", 6'-7', 6'-7', Evergreen,N/A,N/A, Elaeagnus pungens 'Fruitlandii',31.4,86.9,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
142, Native,http://hasbrouck.asu.edu/imglib/seinet/Oleaceae/photos/Forestiera-pubescens-SL-w.jpg,ELBOW BUSH," Texas Forsythia, Spring Goldenglow", Shrub," Full Sun, Partial Shade, Full Shade", Low," Border - Mixed, Erosion Control, Screen - Visual", Yellow," Bees, Butterflies, Birds", Spring," Spreading, Upright", 6', 6', Deciduous,N/A,N/A, Forestiera,26.6,103.6,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
143, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/628.jpg,ELEPHANT EAR,Angel Wings,Herb/Forb, Partial Shade, Medium,Suitable as Annual,White,N/A, Rarely flowers, Upright, 2', 2', Deciduous,N/A,"DivisionOffsets", Caladium bicolor,34.3,99.5,"ROLLING PLAINS",[18],PERENNIAL,"toxic: Other: All parts of plant contain calcium oxalate crystals, an irritant to the mouth and esophagus. Toxic to cats and dogs.","['9', '10']",N/A,[7],0,No Description
144, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/702.jpg,ENGLISH IVY, English ivy , Groundcover," Partial Shade, Full Shade", Medium,N/A, Greenish white,N/A, September to October, Spreading, Indefinite, .5', Evergreen,N/A,N/A, Hedera helix,33.2,111.6,N/A,[],Perennial,N/A,"['4', '9']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
145, Native,http://www.txsmartscape.com/plant-search/plant-photos/286.jpg,EVE'S NECKLACE,Eve's Necklace, Ornamental Tree," Partial Shade, Full Sun", Low," Border - Edge, Focal Point/Specimen plant"," White, Pink"," Bees, Birds", Spring, Upright, 15', 20', Deciduous,N/A,Scarify seeds, Sophora affinis,33.8,96.8,"CROSS TIMBERS AND PRAIRIES","[23, 73]",Perennial,toxic: Fruit is poisonous,"['7a', '9b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
146, Native,https://www.wildflower.org/image_archive/320x240/ML500/ML500_IMG0032.JPG,EVERGREEN SUMAC,N/A, Shrub," Full Sun, Partial Shade", Low," Hedge, Screen - Physical (e.g., barriers), Fragrance, Border - Mixed"," White, Red"," Butterflies, Birds, Bees"," Spring, Summer", Spreading, 8', 8', Evergreen,N/A,N/A, Rhus virens ,25.4,101,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
147, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/630.jpg,FEATHER REED GRASS,N/A,Grass/Grass-like," Full Sun, Partial Shade", Medium,"Provides winter interestErosion controlCut FlowerDried Flower", Golden, Birds," Summer, Fall", Upright, 2', 4', Deciduous,"Slightly acid (6.1 â€“ 6.5)Neutral (6.6 â€“ 7.3)Slightly alkaline (7.4 â€“ 7.8)",Other info: Seeds are sterile., Calamagrostis x. acufiflora 'Karl Forester',31.4,88.4,N/A,[],PERENNIAL,N/A,"['4a', '9b']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
148, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/265.jpg,"FEATHER REED GRASS, KARL FOERSTER GRASS",N/A, Ornamental Grass, Full Sun, Medium," Border - Edge, Deer Resistant, Erosion Control, Focal Point/Specimen Plant"," Pink, Purple, Tan", Birds," Summer, Fall"," Bushy, Upright", 2', 4', Deciduous,N/A,N/A, Calamagrostis acutiflora 'Karl Foerster',23,102,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
149, Adapted,https://www.whiteflowerfarm.com/mas_assets/cache/image/5/3/c/5/21445.Jpg,"FERN, AUTUMN",Autumn Fern,Fern," Partial Shade, Full Shade", Medium," Border - Edge, Container, Deer Resistant", Pink,N/A, Non-flowering, Spreading, 1', 1', Evergreen,N/A,Other: Rhizomes, Dryopteris erythrosora,34.2,87.3,N/A,[],PERENNIAL,N/A,"['5a', '8b']",N/A,"[0, 2, 3, 4]",0,No Description
150, Adapted,https://cdn.shopify.com/s/files/1/1527/8799/products/Dryopteris-australis.i-3546.s-60940.r-1_1024x1024.jpg?v=1546552822,"FERN, DIXIE WOOD",N/A,Fern," Partial Shade, Full Shade", Medium," Container, Deer Resistant",N/A,N/A,N/A," Upright, Spreading", 2', 4', Deciduous,"Moderately acid (5.6 â€“ 6.0)Slightly acid (6.1 â€“ 6.5)Neutral (6.6 â€“ 7.3)",Division, Dryopteris x australis,32.6,85.5,N/A,[],PERENNIAL,N/A,"['5a', '9b']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
151, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/330.jpg,"FERN, HOLLY", Japanese Holly Fern,Fern," Partial Shade, Full Shade", Medium," Container, Rock Garden, Salt Tolerant, Deer Resistant, Border - Edge", Non-flowering,N/A, Non-flowering, Columnar, 2.5', 1.5', Evergreen,N/A,Division, Cyrtomium falcatum,30.4,88.1,N/A,[],PERENNIAL,N/A,"['7a', '9b']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
152, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/331.jpg,"FERN, JAPANESE PAINTED",N/A,Fern," Partial Shade, Full Shade", Medium," Container, Deer Resistant, Focal Point/Specimen Plant",N/A,N/A,N/A, Spreading, 2', 1.5', Deciduous,N/A,N/A, Athyrium niponicum 'Pictum',34.5,94.3,N/A,[],PERENNIAL,N/A,['3'],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
153, Adapted,http://www.perennials.com/watermark.php?path=perennials/9-050-300.jpg&watermark=images/watermark_heritage.png&xpos=.88&ypos=.95,"FERN, KOREAN ROCK",Korean Rock Fern,Fern," Partial Shade, Full Shade", Medium," Border - Edge, Container, Deer Resistant, Rock Garden",N/A,N/A,N/A, Spreading, 1', 1', Evergreen,N/A,N/A, Polystichum tsus-simense,24,102.5,N/A,[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
154, Native,https://www.whiteflowerfarm.com/mas_assets/cache/image/5/0/2/c/20524.Jpg,"FERN, LADY", Common Lady Fern,Fern," Partial Shade, Full Shade", Medium," Container, Deer Resistant", Red,N/A, Non-flowering," Upright, Spreading", 2', 2', Deciduous,N/A,N/A, Athyrium filix-femina,32.9,87.1,N/A,[],PERENNIAL,N/A,"['4', '8']",N/A,"[0, 2, 3, 4]",0,No Description
155, Adapted,http://www.onlineplantguide.com/Image%20Library/D/3185.jpg,"FERN, MEXICAN MALE",N/A,Fern," Partial Shade, Full Shade", Medium," Container, Deer Resistant, Focal Point/Specimen Plant",N/A,N/A,N/A," Upright, Spreading", 2', 2', Deciduous,N/A,N/A, Dryopteris pseudo filix-mas,35,105,N/A,[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
156, Native,https://previews.123rf.com/images/kwanchaichaiudom/kwanchaichaiudom1512/kwanchaichaiudom151200192/50108293-lush-adiantum-capillus-veneris-also-known-as-southern-maidenhair-fern-black-maidenhair-fern-maidenha.jpg,"FERN, SOUTHERN MAIDENHAIR"," Common Maidenhair Fern, Venus Maidenhair Fern",Fern," Partial Shade, Full Shade"," Medium, High"," Container, Deer Resistant",N/A,N/A, Non-flowering, Spreading, 1', 1', Evergreen,N/A,Division, Adiantum capillus-veneris,24,102.5,N/A,[],PERENNIAL,N/A,"['5b', '8a']",Least Concern (LC),"[0, 2, 3]",0,No Description
157, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/332.jpg,"FERN, TASSEL", Japanese Tassel Fern,Fern, Full Shade, Medium," Deer Resistant, Rock Garden, Container, Border - Edge",N/A,N/A, Non-flowering, Spreading, 2', 2', Deciduous,N/A,N/A, Polystichum polyblepharum,24,102.5,N/A,[],PERENNIAL,N/A,"['5', '8']",N/A,"[0, 2, 3, 4]",0,No Description
158, Native,http://www.txsmartscape.com/plant-search/plant-photos/333.jpg,"FERN, WOOD"," Southern Shield Fern, River Fern",Fern," Partial Shade, Full Shade"," Low, Medium"," Deer Resistant, Focal Point/Specimen Plant, Screen - Visual, Erosion Control",N/A,N/A,N/A, Upright, 3', 3.', Deciduous,"Slightly acid (6.1 â€“ 6.5)Neutral (6.6 â€“ 7.3)Slightly alkaline (7.4 â€“ 7.8)",N/A, Thelypteris kunthii,30.9,88.4,N/A,[],PERENNIAL,N/A,"['7a', '10b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
159, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/777.jpg,FIRETHORN,N/A, Shrub, Full Sun, Medium,N/A," Yellow; Red, and Orange Berries; White Flowers", Birds," Spring, Summer, Fall"," Upright, Bushy", 8'-10', 8'-10', Evergreen,N/A,N/A, Pyracantha coccina,32.7,88.1,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
160, Native,http://www.txsmartscape.com/plant-search/plant-photos/334.jpg,FLAME ACANTHUS," Hummingbird Bush, Texas Firecracker Plant, Wright's Desert Honeysuckle, Wright Acanthus",N/A," Full Sun, Partial Shade", Very Low," Deer Resistant, Salt Tolerant, Rock Garden, Container"," Orange, Red"," Birds (including Hummingbirds), Butterflies (nectar source & larval food source)"," Summer, Fall", Bushy, 3', 3', Deciduous,N/A,N/A, Anisacanthus quadrifidus v. wrightii,25.7,100.3,N/A,[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
161, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/448.jpg,FLOWERING QUINCE, Japanese quince , Shrub," Full Sun, Partial Shade", Low," Salt Tolerant, Border - Mixed"," Pink, White, Red", Birds," Winter, Spring", Bushy, 6', 4', Deciduous,N/A,"Cuttings: RootDivision", Chaenomeles japonica,33.2,87.5,N/A,[],Perennial,edible:Fruit,"['5', '9']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
162, Native,http://www.txsmartscape.com/plant-search/plant-photos/335.jpg,FOUR NERVE DAISY," Hymenoxys, Bitterweed, Plains Hymenoxys",Herb/Forb, Full Sun, Very Low," Rock Garden, Deer Resistant, Container, Border - Edge", Yellow,"BeesButterflies"," Winter, Spring, Summer, Fall", Upright, 1', 1', Evergreen,N/A,Sow in situ, Tetraneuris scaposa,24.8,100.1,N/A,[],PERENNIAL,N/A,"['4a', '9a']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
163, Native,https://www.wildflower.org/image_archive/320x240/PCD3989/PCD3989_IMG0007.JPG,FRAGRANT MIMOSA," Catclaw, Pink Mimosa", Shrub," Full Sun, Partial Shade", Very Low," Rock Garden, Deer Resistant, Fragrance, Hedge, Focal Point/Specimen Plant", Pink," Butterflies, Bees"," Spring, Summer", Rounded, 3', 3', Deciduous,"Neutral (6.6 â€“ 7.3)Slightly alkaline (7.4 â€“ 7.8)",N/A, Mimosa borealis,30.2,98.2,"EDWARDS PLATEAU","[7, 37, 56, 58, 61, 70]",Perennial,N/A,"['7a', '10b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
164, Native,http://www.txsmartscape.com/plant-search/plant-photos/336.jpg,FRAGRANT MIST FLOWER," Shrubby White Mistflower, White Boneset",Shrub," Full Sun, Partial Shade", Medium," Fragrance, Moon Garden/Night Accent, Deer Resistant", White," Bees, Birds, Butterflies (nectar source)"," Summer, Fall", Upright, 4', 3', Deciduous,N/A,"Sow in situCan handle transplanting", Eupatorium havanense,29.9,98.1,"EDWARDS PLATEAU","[7, 37, 55, 61, 70]",PERENNIAL,N/A,"['7b', '10b']",N/A,"[0, 1, 2, 3, 4, 5, 6]",0,No Description
165, Native,http://www.txsmartscape.com/plant-search/plant-photos/244.jpg,FROG FRUIT,N/A, Groundcover," Full Sun, Partial Shade"," Low, Medium"," Container, Erosion Control, Lawn substitute", White," Bees, Butterflies, Birds, Hummingbirds"," Spring, Summer, Fall", Spreading, 1', 0.5', Deciduous,N/A,N/A, Phyla nodiflora,29,97.9,"SOUTH TEXAS PLAINS",[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
166, Native,http://www.txsmartscape.com/plant-search/plant-photos/337.jpg,GAYFEATHER," Blazing Star, Kansas Gayfeather, Texas Gayfeather",N/A, Full Sun, Low," Deer Resistant, Moon Garden/Night Accent, Salt Tolerant"," Pink, Purple, White"," Bees, Birds, Butterflies (nectar source)"," Summer, Fall", Spreading, 2', 3', Deciduous,N/A,N/A, Liatris spp.,30.5,88.4,N/A,[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
167, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/697.jpg,GAZANIA,N/A,N/A, Full Sun, Low,N/A," Lavender, Pink, Orange, Bronze, Yellow, Red",N/A," Spring, Summer, Fall", Bushy, .3', .5', Deciduous,N/A,N/A, Gazania sp.,33.5,111.9,N/A,[],PERENNIAL,N/A,['9a'],N/A,"[1, 2, 3, 5]",0,No Description
168, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/338.jpg,"GERMANDER, UPRIGHT", wall germander , Broadleaf evergreen," Full Sun, Partial Shade"," Low, Medium"," Fragrant, Rock Garden, Hedge, Container, Deer Resistant", Pink," Bees, Butterflies"," Spring, Summer", Upright, 1', 1', Evergreen,N/A,N/A, Teucrium chamaedrys,26.8,103.4,N/A,[],PERENNIAL,N/A,"['5', '9']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
169, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/809.jpg,"GERMANDER, UPRIGHT", wall germander , Broadleaf evergreen," Full Sun, Partial Shade"," Low, Medium",N/A, Pink,N/A," Spring, Summer", Upright, 1', 1', Evergreen,N/A,N/A, Teucrium chamaedrys,26.8,103.4,N/A,[],PERENNIAL,N/A,"['5', '9']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
170, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/896.jpg,GIANT LEOPARD PLANT,N/A,Herb/Forb," Partial Shade, Full Shade", Medium," Border - Edge, Container, Focal Point/Specimen Plant", Yellow,N/A, Summer, Upright, 2', 2', Evergreen,N/A,Division, Farfugium japonicum 'Gigantea',29.8,95.6,"GULF PRAIRIES AND MARSHES","[9, 79]",PERENNIAL,N/A,"['7a', '10b']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
171, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/600.jpg,GLOSSY ABELIA,N/A, Shrub," Full Sun, Partial Shade", Medium,"Windbreak or HedgeErosion control", White," Birds, Butterflies", Summer, Upright, 5', 5'-8', Evergreen,N/A,Cuttings: Stem, Abelia x grandiflora,30.5,87.7,N/A,[],Perennial,N/A,"['6', '9']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
172, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/339.jpg,"GOLDENROD, DWARF",N/A,N/A," Full Sun, Partial Shade"," Low, Medium"," Erosion Control, Deer Resistant, Salt Tolerant", Yellow," Butterflies (nectar source & larval food source), Birds"," Summer, Fall", Upright, 1', 2', Deciduous,N/A,N/A, Solidago spp.,33.8,95.6,"POST OAK SAVANNAH",[17],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
173, Native,http://www.txsmartscape.com/plant-search/plant-photos/835.jpg,GREGGS MISTFLOWER," Gregg's Eupatorium, Palm-Leaf Mistflower, Palm-Leaf Eupatorium",Herb/Forb," Full Sun, Partial Shade"," Low, Medium", Fragrance," Lavender, Blue"," Bees, Butterflies"," Spring, Summer, Fall", Spreading, 3', 1.5', Deciduous,N/A,"Cuttings: TipLayeringDivisionStolons and runners", Conoclinium greggii,25.4,101,N/A,[],PERENNIAL,N/A,"['7', '10']",N/A,[],0,No Description
174, Native,http://www.txsmartscape.com/plant-search/plant-photos/340.jpg,GREGGS SALVIA," Autumn Sage, Cherry Sage",Shrub, Full Sun, Low," Rock Garden, Moon Garden/Night Accent, Salt Tolerant, Deer Resistant, Container"," Red, White, Pink, Orange, Purple"," Birds (specifically Hummingbirds), Butterflies (nectar source)"," Spring, Summer, Fall", Upright, 3', 3', Deciduous,N/A,Cuttings: Tip, Salvia greggii,24.8,100.1,N/A,[],PERENNIAL,N/A,"['6', '9']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
175, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/245.jpg,GROUND IVY,Creeping Charlie, Groundcover," Partial Shade, Full Shade"," Low, Medium", Lawn substitute, Blue, Bees," Spring, Summer", Spreading, 1', 0.5', Evergreen,N/A,"Depth to plant seed: cover the seeds thinSuitable for wintersowingSow in situStart indoorsCan handle transplanting", Glechoma hederacea,33.2,111.6,N/A,[],Perennial,"edible:StemLeaves","['3', '10b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
176, Native,http://www.txsmartscape.com/plant-search/plant-photos/256.jpg,GULF MUHLY, Autumn Blush Muhly, Ornamental Grass, Full Sun, Medium," Deer Resistant, Erosion Control, Focal Point/Specimen Plant", Pink,N/A, Fall," Bushy, Upright", 2', 3', Deciduous,N/A,N/A, Muhlenbergia capillaris,30.7,88,N/A,[],N/A,N/A,"['5', '9']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
177, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/736.jpg,HALLS HONEYSUCKLE, Japanese honeysuckle , Vine, Full Sun, Medium,N/A," White, Yellow"," Birds, Butterflies"," Spring, Summer", Climbing, 30', 10'-50', Deciduous,N/A,N/A, Lonicera japonica,34.4,86.3,N/A,[],Perennial,"toxic: Fruit is poisonousOther: The berries are mildly toxic","['4a', '10b']",N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
178, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/266.jpg,HAMELN'S FOUNTAIN GRASS,N/A, Ornamental Grass," Full Sun, Partial Shade", Medium," Border - Edge, Border - Mixed, Deer Resistant, Erosion Control, Focal Point/Specimen Plant, Rock Garden"," Pink, White, Orange, Tan", Birds," Summer, Fall", Upright , 2', 2', Deciduous,N/A,Will not come true from seed, Pennisetum a. 'Hameln',26.1,97.5,"SOUTH TEXAS PLAINS","[25, 74]",Perennial,N/A,['5a'],N/A,"[0, 1, 2, 3, 4, 5]",0,No Description
179, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/452.jpg,HARBOR DWARF NANDINA,N/A, Shrub," Full Sun, Partial Shade, Full Shade", Low," Salt Tolerant, Border - Edge, Deer Resistant"," Red, Orange Fall Color",N/A,N/A, Spreading, 2', 2', Evergreen,N/A,N/A, Nandina domestica 'Harbor Dwarf',33.9,86.6,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
180, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/899.jpg,HARDY DIANTHUS," Hardy Carnation, Cheddar Pinks",N/A," Full Sun, Partial Shade", Low," Border - Edge, Container, Deer Resistant, Fragrance, Rock Garden, Salt Tolerant"," Pink, Red, White, Lavender"," Butterflies, Hummingbirds"," Spring, Summer, Fall", Upright, 0.5', 0.6', Evergreen,N/A,N/A, Dianthus x hybrids,33,87.5,N/A,[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
181, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/898.jpg,HARDY ICE PLANT, ice plant ,Cactus/Succulent," Full Sun, Partial Shade", Low," Border - Edge, Container, Rock Garden", Purple," Butterflies, Hummingbirds"," Spring, Summer, Fall", Spreading, 2', 0.5', Deciduous,N/A,"Cuttings: StemCuttings: Tip", Delosperma cooperi,31.6,110.9,N/A,[],PERENNIAL,N/A,"['6', '10']",N/A,[],0,No Description
182, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/341.jpg,HARDY PLUMBAGO," Dwarf Plumbago, Leadwort",Herb/Forb," Full Sun, Partial Shade"," Low, Medium"," Container, Lawn Substitute", Blue,"BeesButterflies"," Spring, Summer, Fall", Spreading, 1', 1', Deciduous,N/A,N/A, Ceratostigma plumbaginoides,N/A,N/A,N/A,[],PERENNIAL,N/A,"['5b', '9b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
183, Native,http://www.txsmartscape.com/plant-search/plant-photos/287.jpg,HAWTHORN,N/A, Ornamental Tree," Full Sun, Partial Shade", Low," Border - Edge, Screen - Physical (e.g., barriers)", White," Birds, Butterflies", Spring, Upright, 15', 20', Deciduous,N/A,N/A, Crataegus spp.,22.5,99.5,N/A,[],N/A,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",0,No Description
184, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/795.jpg,HEN AND CHICKS,Hen and Chicks, Groundcover, Full Sun, Low,"Provides winter interestGroundcover", Red,"BeesButterflies", Summer, Spreading, 2', .18', Evergreen,N/A,"Provide lightStratify seeds: Stratifing seeds may improve germination, but is not requiredNeeds specific temperatureSuitable for wintersowingSow in situStart indoorsWill not come true from seedOther info: Sempervivum cross polinate easily. But sowing seed can bring some interesting results.", Sempervivum tectorum,34.9,86.2,N/A,[],Perennial,N/A,"['3', '8']",N/A,"[0, 2, 3, 4, 6, 7, 8]",0,No Description
185, Adapted,http://www.txsmartscape.com/plant-search/plant-photos/709.jpg,HIBISCUS,Hardy Hibiscus,Herb/Forb," Full Sun, Partial Shade"," Low, Medium",N/A," Pink, White, Red", Butterflies (nectar source), Summer, Upright, 5'-10', 4'-6', Deciduous,N/A,"Suitable for wintersowingSow in situStart indoors", Hibiscus moscheutos,34.8,86.8,N/A,[],PERENNIAL,N/A,"['5a', '10b']",N/A,"[0, 1, 2, 3, 4, 5, 6, 7]",0,No Description
